epoch,ppl
1,641.0872142364157
1,287.1026400654032
2,216.4412586765953
2,174.99169937389698
3,161.25249907038256
3,142.94233218691812
4,136.75475286775108
4,125.87156360779086
5,123.30396028605661
5,115.00393221947664
6,114.77352778800548
6,108.07594064006219
7,108.04663738780728
7,102.1523347949058
8,102.70841238527363
8,97.95120225891593
9,98.52047990182841
9,94.24139773341992
10,94.94951164875904
10,90.95474211261234
11,92.65342278954762
11,88.3972236804303
12,89.77495268815238
12,85.84771437944161
13,87.41156644277557
13,83.65934643280598
14,85.17486860500749
14,82.38899866827383
15,79.79823950800721
15,71.4525746098332
16,75.43122050372307
16,70.28616149784992
17,73.65733972355342
17,68.96108377218994
18,72.5920335109028
18,68.0150318168836
19,71.5396999819482
19,67.36993406865331
20,70.34503589457914
20,66.56394667500848
21,69.67407295821477
21,66.15375612318392
22,68.67244668120786
22,65.34359806830835
23,68.176896161909
23,64.33327254361647
24,66.6787249506157
24,61.70445947159187
25,65.87657541482201
25,61.76451670602376
26,65.62970951907992
26,61.43196179788405
27,65.23347175955892
27,60.95057693489912
28,64.52554660820707
28,60.298466606805775
29,64.47860652716854
29,60.05322310187689
30,64.35588616750124
30,60.3826680967166
31,64.02174575791771
31,60.12321993871496
32,63.68970390460685
32,59.91534096327919
33,64.40851272562014
33,60.16147409297505
34,64.21814173353071
34,60.002441722392405
35,64.41840332947052
35,59.89653994550128
36,64.16513008348743
36,60.052032445089615
37,63.98514863400208
37,60.05612753867646
38,63.84825920923433
38,59.655506013474835
39,64.0206650777039
39,59.69971902269703
40,63.98731262755481
40,60.02317068055089
41,64.04921123093443
41,59.97504412935577
42,63.51987136243163
42,59.79109322250882
43,64.02878817946997
43,59.8069010265368
44,63.881349102895555
44,60.25837645898316
45,63.80320933035706
45,60.10120690552188
46,63.71539631517298
46,59.63845267930171
47,63.73062127294166
47,59.7692971246918
48,64.0207301011671
48,59.7351124806575
49,63.742171099838515
49,59.63516379272851
50,63.69747155974596
50,59.8127451093139
