epoch,ppl
1,628.9370737390913
1,272.90436118103975
2,196.29345572497158
2,154.9617711375785
3,139.57682608522225
3,121.98948187178327
4,115.27377725723328
4,103.63589692457248
5,99.5402790653207
5,91.42420934718604
6,88.93873352481887
6,82.6964880898829
7,80.77202328550614
7,75.04731255155139
8,73.86515219752772
8,69.24054445841195
9,68.31142629749301
9,63.97013495998637
10,57.97331976263079
10,47.919253994551376
11,52.707644595682645
11,45.90375542541455
12,49.91884197578841
12,44.11535452795363
13,47.34460961840289
13,40.44959125794386
14,45.74808569528632
14,40.033564623858666
15,45.10965508800428
15,38.94293012400411
16,44.6593692810325
16,38.63057506641793
17,44.65149765450069
17,38.50440316045001
18,44.31419303688718
18,38.29247660946946
19,44.324749478279095
19,38.2053331895776
20,44.290843478869014
20,38.15774937126403
21,44.2428829587183
21,38.17468105738142
22,44.3587443606226
22,38.178579542686634
23,44.27724892430147
23,38.42471844730001
24,44.17587004031377
24,38.13073649344469
25,44.27450125328782
25,38.37324264878501
26,44.26631361587356
26,38.343821666744155
27,44.2115094445704
27,38.112749588618236
28,44.095783127968254
28,38.13101595414546
29,44.23680500927609
29,38.252352345909266
30,44.26717746196631
30,38.40800029918921
31,44.2678054364148
31,38.246963948818326
32,44.06486513550908
32,38.23495165159175
33,44.34158481920596
33,38.21568845309082
34,44.27528334413541
34,38.15363751541865
35,44.17881603632245
35,38.00552893725925
36,44.18068126828709
36,38.23533215210456
37,44.22656581048648
37,38.29662068502253
38,44.258388443327426
38,38.34651175914105
39,44.25460454444981
39,38.13293996120204
40,44.1476308909381
40,38.282099534765045
41,44.329996194830635
41,38.20508615805906
42,44.348705219814065
42,38.210058612471705
43,44.17430927921108
43,38.199106606208595
44,44.34763762078735
44,38.219023618787205
45,44.30432062741866
45,38.184891270731136
46,44.33026147990149
46,38.22091543394217
47,44.21101592494977
47,38.206208014628075
48,44.25270211290682
48,38.226982886568045
49,44.19872661787664
49,38.243370677307254
50,44.04636983989921
50,38.26304986129251
