epoch,ppl
1,651.8801962293496
1,273.5001188222445
2,194.6588020513739
2,149.85117349378646
3,132.43086412021262
3,114.00571612239928
4,106.06041245531824
4,94.14937143284355
5,89.28608269272131
5,80.38959414754915
6,76.82809888265123
6,69.51157643847318
7,66.28733442465881
7,59.41156245561187
8,51.943695627842324
8,39.84565216320507
9,44.25607571155488
9,35.66967557937199
10,40.240008566706955
10,30.762096087970576
11,38.59985251175302
11,29.248028593384362
12,37.908031388671965
12,28.768202342811037
13,37.694687766803796
13,28.63980818489328
14,37.64118728541183
14,28.607234402468784
15,37.627841998712114
15,28.59905684170838
16,37.62449715447119
16,28.597002623798993
17,37.62365843336905
17,28.596485342513247
18,37.62345274772258
18,28.596353347627208
19,37.62341148514654
19,28.596321712579734
20,37.623405026660485
20,28.596318303632742
21,37.623405295764044
21,28.596318303632742
22,37.62340475755691
22,28.596318303632742
23,37.62340430905099
23,28.596317553664463
24,37.623404129648605
24,28.59631775820126
25,37.6234048472581
25,28.596317621843394
26,37.62340448845336
26,28.596318235453808
27,37.623404039947424
27,28.596318167274873
28,37.623404039947424
28,28.596318167274873
29,37.623404039947424
29,28.596318167274873
30,37.623404039947424
30,28.596318167274873
31,37.623404039947424
31,28.596318167274873
32,37.623404039947424
32,28.596318167274873
33,37.623404039947424
33,28.596318167274873
34,37.623404039947424
34,28.596318167274873
35,37.623404039947424
35,28.596318167274873
36,37.623404039947424
36,28.596318167274873
37,37.623404039947424
37,28.596318167274873
38,37.623404039947424
38,28.596318167274873
39,37.623404039947424
39,28.596318167274873
40,37.623404039947424
40,28.596318167274873
41,37.623404039947424
41,28.596318167274873
42,37.623404039947424
42,28.596318167274873
43,37.623404039947424
43,28.596318167274873
44,37.623404039947424
44,28.596318167274873
45,37.623404039947424
45,28.596318167274873
46,37.623404039947424
46,28.596318167274873
47,37.623404039947424
47,28.596318167274873
48,37.623404039947424
48,28.596318167274873
49,37.623404039947424
49,28.596318167274873
50,37.623404039947424
50,28.596318167274873
